iter	Passed	Remaining
651	33038	17633
652	33078	17577
653	33117	17520
654	33156	17464
655	33196	17408
656	33243	17355
657	33285	17300
658	33328	17245
659	33382	17197
660	33517	17189
661	33581	17145
662	33651	17105
663	33712	17059
664	33773	17013
665	33821	16961
666	33861	16905
667	33923	16860
668	33993	16818
669	34034	16763
670	34075	16707
671	34115	16651
672	34154	16595
673	34194	16539
674	34243	16487
675	34282	16431
676	34329	16378
677	34380	16328
678	34432	16278
679	34552	16259
680	34599	16207
681	34640	16152
682	34679	16095
683	34725	16042
684	34765	15987
685	34805	15931
686	34843	15875
687	34883	15819
688	34922	15763
689	34975	15713
690	35045	15671
691	35092	15619
692	35131	15563
693	35171	15508
694	35215	15454
695	35261	15401
696	35301	15346
697	35342	15291
698	35381	15235
699	35425	15182
700	35471	15129
701	35518	15077
702	35773	15113
703	35826	15063
704	35866	15007
705	35908	14953
706	35951	14899
707	35992	14844
708	36037	14791
709	36079	14736
710	36123	14682
711	36162	14627
712	36223	14580
713	36278	14531
714	36317	14476
715	36357	14421
716	36397	14366
717	36442	14312
718	36485	14259
719	36532	14207
720	36590	14159
721	36640	14107
722	36681	14053
723	36725	14000
724	36784	13952
725	36883	13920
726	36928	13867
727	36970	13812
728	37014	13759
729	37057	13706
730	37106	13654
731	37149	13601
732	37194	13548
733	37239	13495
734	37309	13451
735	37369	13404
736	37409	13349
737	37454	13296
738	37497	13243
739	37539	13189
740	37588	13138
741	37636	13086
742	37679	13032
743	37725	12980
744	37766	12926
745	37808	12873
746	37934	12848
747	37978	12795
748	38021	12741
749	38062	12687
750	38103	12633
751	38155	12583
752	38203	12531
753	38254	12480
754	38297	12427
755	38340	12374
756	38426	12335
757	38514	12296
758	38555	12242
759	38598	12188
760	38644	12136
761	38690	12084
762	38735	12031
763	38778	11978
764	38819	11924
765	38858	11870
766	38898	11816
767	39022	11787
768	39063	11734
769	39103	11680
770	39145	11626
771	39190	11574
772	39238	11522
773	39278	11468
774	39319	11415
775	39360	11361
776	39399	11307
777	39462	11260
778	39530	11214
779	39577	11162
780	39617	11109
781	39657	11055
782	39698	11001
783	39746	10950
784	39786	10897
785	39827	10843
786	39868	10790
787	39907	10736
788	39950	10683
789	39989	10630
790	40111	10598
791	40149	10544
792	40190	10491
793	40236	10439
794	40285	10388
795	40328	10335
796	40370	10282
797	40412	10229
798	40456	10177
799	40511	10127
800	40583	10082
801	40625	10029
802	40665	9976
803	40707	9923
804	40753	9871
805	40802	9821
806	40843	9768
807	40886	9715
808	40932	9663
809	40973	9611
810	41015	9558
811	41057	9505
812	41186	9473
813	41231	9421
814	41288	9372
815	41349	9323
816	41390	9271
817	41436	9219
818	41478	9166
819	41520	9114
820	41561	9061
821	41624	9013
822	41684	8965
823	41726	8912
824	41772	8860
825	41814	8808
826	41864	8757
827	41905	8705
828	41951	8653
829	41993	8601
830	42035	8548
831	42076	8496
832	42117	8443
833	42242	8408
834	42300	8358
835	42351	8308
836	42397	8256
837	42439	8204
838	42480	8151
839	42524	8099
840	42565	8047
841	42606	7995
842	42649	7943
843	42703	7892
844	42772	7845
845	42815	7793
846	42860	7742
847	42912	7691
848	42952	7639
849	42992	7586
850	43034	7534
851	43073	7482
852	43117	7430
853	43159	7378
854	43204	7327
855	43330	7289
856	43376	7237
857	43426	7187
858	43466	7134
859	43508	7082
860	43549	7030
861	43590	6978
862	43632	6926
863	43673	6874
864	43714	6822
865	43774	6773
866	43871	6730
867	43931	6680
868	43978	6629
869	44023	6578
870	44063	6526
871	44104	6474
872	44144	6421
873	44182	6369
874	44226	6318
875	44270	6266
876	44311	6214
877	44593	6196
878	44634	6144
879	44674	6091
880	44714	6039
881	44757	5988
882	44798	5935
883	44838	5883
884	44878	5831
885	44921	5779
886	44962	5728
887	45027	5679
888	45085	5629
889	45125	5577
890	45165	5525
891	45207	5473
892	45252	5422
893	45295	5370
894	45334	5318
895	45374	5266
896	45416	5215
897	45456	5163
898	45495	5111
899	45542	5060
900	45679	5019
901	45721	4967
902	45766	4916
903	45807	4864
904	45848	4812
905	45889	4761
906	45933	4709
907	45975	4658
908	46017	4606
909	46069	4556
910	46140	4507
911	46188	4456
912	46229	4405
913	46275	4354
914	46317	4302
915	46358	4251
916	46403	4200
917	46446	4148
918	46488	4097
919	46529	4046
920	46571	3994
921	46623	3944
922	46760	3900
923	46809	3850
924	46852	3798
925	46902	3748
926	46943	3696
927	46984	3645
928	47024	3593
929	47065	3542
930	47108	3491
931	47158	3440
932	47232	3391
933	47278	3340
934	47319	3289
935	47361	3238
936	47405	3187
937	47449	3136
938	47489	3085
939	47531	3033
940	47572	2982
941	47613	2931
942	47662	2880
943	47703	2829
944	47837	2784
945	47887	2733
946	47937	2682
947	47977	2631
948	48019	2580
949	48060	2529
950	48101	2478
951	48144	2427
952	48195	2376
953	48237	2325
954	48306	2276
955	48361	2225
956	48401	2174
957	48444	2123
958	48486	2072
959	48526	2021
960	48567	1971
961	48607	1920
962	48647	1869
963	48690	1818
964	48736	1767
965	48784	1717
966	48837	1666
967	48967	1618
968	49008	1567
969	49050	1517
970	49090	1466
971	49131	1415
972	49173	1364
973	49213	1313
974	49265	1263
975	49306	1212
976	49348	1161
977	49431	1111
978	49530	1062
979	49571	1011
980	49610	960
981	49651	910
982	49691	859
983	49730	808
984	49778	758
985	49819	707
986	49859	656
987	49901	606
988	50039	556
989	50096	506
990	50137	455
991	50180	404
992	50221	354
993	50268	303
994	50318	252
995	50358	202
996	50403	151
997	50445	101
998	50523	50
999	50575	0
