iter	Logloss	Accuracy
882	0.4186785464	0.8097380974
883	0.4186367958	0.8098280983
884	0.4185888656	0.8098880989
885	0.4185524818	0.8100081001
886	0.4185293257	0.8101281013
887	0.4184936163	0.8101281013
888	0.4184878757	0.8101281013
889	0.4184580077	0.8101881019
890	0.4184285025	0.8101881019
891	0.4184118524	0.8101881019
892	0.4183816098	0.8102781028
893	0.4183703849	0.8102181022
894	0.4183605805	0.8102481025
895	0.4183191886	0.8101881019
896	0.4183036702	0.8101881019
897	0.4182654721	0.8102181022
898	0.4182226646	0.8102781028
899	0.4181931613	0.8103381034
900	0.4181673759	0.8102481025
901	0.4181382034	0.810398104
902	0.4181062499	0.8103381034
903	0.4180806158	0.8103081031
904	0.4180556515	0.8103381034
905	0.4180218568	0.8104281043
906	0.4179843649	0.8105481055
907	0.4179532241	0.8106381064
908	0.4179241045	0.810698107
909	0.4178848679	0.8106381064
910	0.4178522745	0.8107581076
911	0.4178271331	0.810698107
912	0.4177968297	0.8109381094
913	0.4177689452	0.8109681097
914	0.4177378273	0.8110281103
915	0.4177207006	0.8110281103
916	0.4176773961	0.8109681097
917	0.4176480166	0.8109681097
918	0.4176108765	0.8110881109
919	0.4175749129	0.8111181112
920	0.4175205188	0.8111781118
921	0.4174848507	0.8111781118
922	0.4174437729	0.8111781118
923	0.4174248665	0.8111181112
924	0.4173850611	0.8110881109
925	0.4173440715	0.8110881109
926	0.4173301125	0.8110581106
927	0.4173109886	0.8110281103
928	0.4172849247	0.8110881109
929	0.4172395901	0.8111181112
930	0.4171949319	0.8112381124
931	0.4171344072	0.811298113
932	0.417080769	0.8112381124
933	0.4170607142	0.8112381124
934	0.4170286109	0.8112381124
935	0.4169986934	0.8112081121
936	0.416968527	0.8112081121
937	0.4169357634	0.8112081121
938	0.4169018024	0.8112381124
939	0.4168602086	0.8112081121
940	0.4168413287	0.8111781118
941	0.416805643	0.8112081121
942	0.4167821414	0.8111781118
943	0.416768116	0.8111481115
944	0.4167362098	0.8111781118
945	0.4167193207	0.8112081121
946	0.4166942981	0.8112681127
947	0.4166573005	0.8113581136
948	0.4166301027	0.8114481145
949	0.4166012316	0.8115081151
950	0.4165640545	0.8115681157
951	0.4165277809	0.811598116
952	0.4164845422	0.8116881169
953	0.4164485875	0.8116581166
954	0.4164272742	0.8117481175
955	0.4163846217	0.8116281163
956	0.4163534519	0.8116881169
957	0.4163039021	0.8117781178
958	0.4162795129	0.811598116
959	0.4162307146	0.8116881169
960	0.416207069	0.8117481175
961	0.4161589644	0.8119281193
962	0.416142502	0.8119281193
963	0.4161179607	0.8119281193
964	0.4160912262	0.8119281193
965	0.4160528437	0.8120181202
966	0.4160043101	0.811898119
967	0.4159704379	0.8119281193
968	0.4159387985	0.8119581196
969	0.4159057776	0.8119581196
970	0.4158636706	0.8120181202
971	0.4158519756	0.8120481205
972	0.4158175566	0.8121081211
973	0.4157711179	0.8121081211
974	0.4157472833	0.8121681217
975	0.4157154957	0.8121381214
976	0.4156654151	0.8122581226
977	0.4156348148	0.8121681217
978	0.4156074671	0.8122581226
979	0.4155826286	0.8122881229
980	0.4155435206	0.8123481235
981	0.4155215795	0.8123781238
982	0.4154968491	0.8124081241
983	0.4154871232	0.8124081241
984	0.4154539121	0.8122881229
985	0.4154163063	0.8122581226
986	0.415385031	0.8124081241
987	0.4153452374	0.8123481235
988	0.4153351089	0.8123481235
989	0.4153298791	0.8123781238
990	0.4152965525	0.8123181232
991	0.4152372777	0.8123481235
992	0.4152090526	0.8123481235
993	0.4151782566	0.8123781238
994	0.4151389743	0.8124081241
995	0.4151006721	0.8124381244
996	0.4150766217	0.812498125
997	0.4150586281	0.812498125
998	0.4150271295	0.8124681247
999	0.4150026296	0.8123781238
5
975127	0.8131937361
997	0.4139483722	0.8131037379
998	0.4139081951	0.8130437391
999	0.4138891391	0.8131037379
