iter	Logloss	Accuracy
383	0.4599856324	0.7880533333
384	0.4599204333	0.7881066667
385	0.4598704013	0.7881066667
386	0.4598393132	0.7882666667
387	0.4597928145	0.7881333333
388	0.4597510019	0.7881333333
389	0.4596987297	0.78808
390	0.4596643799	0.788
391	0.4595979681	0.7880533333
392	0.4595478726	0.788
393	0.4594859751	0.7881333333
394	0.459381557	0.7881333333
395	0.4593330753	0.7881333333
396	0.4592877194	0.7880533333
397	0.4592577345	0.78808
398	0.4592096351	0.7881333333
399	0.4591287532	0.78832
400	0.4590795284	0.78824
401	0.4590453421	0.7882133333
402	0.4590089724	0.7883733333
403	0.4589481828	0.7883733333
404	0.458916511	0.7883466667
405	0.4588703305	0.7884266667
406	0.4587972879	0.7884266667
407	0.4587644137	0.7884
408	0.4587236751	0.78848
409	0.4586837968	0.7885333333
410	0.4586352499	0.7885866667
411	0.4585910746	0.78864
412	0.4585460105	0.78864
413	0.4585012123	0.78856
414	0.4584571966	0.7886133333
415	0.4584211667	0.7887733333
416	0.4583839957	0.78872
417	0.4583571288	0.7887733333
418	0.4583130853	0.78872
419	0.4582614581	0.7886933333
420	0.458221115	0.7888266667
421	0.4581906909	0.7888533333
422	0.4581184675	0.7890133333
423	0.4580821528	0.78904
424	0.4580469858	0.7889066667
425	0.4580201794	0.7889866667
426	0.4579702185	0.7889066667
427	0.457932665	0.7890133333
428	0.457887488	0.7889866667
429	0.4578513076	0.78896
430	0.4577725755	0.78912
431	0.4577443767	0.7890666667
432	0.4576989764	0.7889333333
433	0.4576527807	0.7888266667
434	0.4576182754	0.7889333333
435	0.4575670112	0.78896
436	0.4575150796	0.7888533333
437	0.4574906959	0.7889333333
438	0.4574551492	0.7888533333
439	0.4573865404	0.7889333333
440	0.4573483973	0.7890133333
441	0.4573078217	0.78896
442	0.4572663238	0.7888
443	0.4572376957	0.7888533333
444	0.4572009152	0.7889866667
445	0.4571668202	0.7890666667
446	0.4571402207	0.7891733333
447	0.4571045298	0.7892
448	0.4570630023	0.78912
449	0.4570203685	0.7890933333
450	0.4569875071	0.78928
451	0.4569547681	0.78936
452	0.4569330619	0.7894666667
453	0.4568870154	0.78952
454	0.4568625956	0.78944
455	0.4568246585	0.7894133333
456	0.456793806	0.7895466667
457	0.4567669856	0.7894933333
458	0.4567307864	0.7893866667
459	0.4566898133	0.7893333333
460	0.4566441573	0.7893333333
461	0.4566163207	0.7894133333
462	0.4565838148	0.78944
463	0.4565441839	0.78936
464	0.4565068673	0.78944
465	0.4564684122	0.7894133333
466	0.4564319777	0.7894666667
467	0.4564062967	0.78936
468	0.4563560165	0.78936
469	0.456318325	0.7895466667
470	0.4562858195	0.7896
471	0.4562199131	0.78952
472	0.456183738	0.7894933333
473	0.4561563588	0.7895733333
474	0.4561017792	0.7896266667
475	0.4560752234	0.78968
476	0.4560595112	0.7896533333
477	0.4560304964	0.7897066667
478	0.456003071	0.78968
479	0.4559618371	0.7897333333
